JK대분류,JK중분류,매핑 O*NET 직업명,Top3,현실형(R) T,탐구형(I) T,예술형(A) T,사회형(S) T,진취형(E) T,관습형(C) T,전공필수,직무정보
영업,서비스영업,"서비스 영업 담당자(광고, 보험, 금융서비스 및 여행 제외)",ECS,36.7,41.0,44.7,54.4,67.9,52.2,X,"1. 직무 정의: 서비스영업은 고객에게 기업의 서비스 제품을 판매하고, 고객의 요구에 맞춘 솔루션을 제공하는 역할을 합니다. 이 직무는 고객과의 관계를 구축하고 유지하며, 매출 증대를 위한 전략을 수립하는 생명주기를 포함합니다.

2. 핵심 역할: 서비스영업의 주요 목표는 고객의 니즈를 이해하고, 이를 기반으로 적합한 서비스를 제안하여 매출 성장을 이끌어내는 것입니다.

3. 주요 업무:
   - 시장 조사 및 분석: 고객의 요구와 시장 트렌드를 파악하여 영업 전략을 수립합니다.
   - 고객 관리 및 상담: 기존 고객과의 관계를 유지하고, 신규 고객을 발굴하여 상담을 진행합니다.
   - 제안서 작성 및 프레젠테이션: 고객 맞춤형 제안서를 작성하고, 서비스의 가치를 효과적으로 전달하기 위한 프레젠테이션을 실시합니다.
   - 계약 체결 및 사후 관리: 계약 조건을 협상하고, 계약 체결 후 고객의 만족도를 높이기 위한 사후 관리에 관여합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 영업 및 마케팅 이론에 대한 이해가 필요합니다.
     - 고객 관리 및 CRM 시스템에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 프레젠테이션 툴(예: Microsoft PowerPoint, Google Slides)을 활용하여 제안서를 작성합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 내 협업을 위한 커뮤니케이션 능력이 필요합니다.
     - 고객의 요구를 파악하고, 이를 서비스에 반영하기 위한 문제 해결 능력이 요구됩니다."
영업,영업관리,영업 관리자,ECS,38.8,39.1,43.9,51.4,69.6,57.1,X,"1. 직무 정의: 영업관리는 기업의 제품이나 서비스 판매를 위한 전략을 수립하고 실행하는 역할을 담당합니다. 고객 관리와 시장 분석을 통해 매출 증대를 목표로 하며, 영업팀의 성과를 관리하고 지원합니다.

2. 핵심 역할: 영업관리는 고객과의 관계를 강화하고 매출 목표를 달성하기 위해 영업 전략을 효과적으로 실행하는 것을 목표로 합니다.

3. 주요 업무:
   - 시장 조사 및 분석: 시장 동향과 경쟁사를 분석하여 영업 전략을 수립합니다.
   - 영업 계획 수립: 연간 및 분기별 영업 목표를 설정하고 이를 달성하기 위한 계획을 수립합니다.
   - 고객 관리: 기존 고객과의 관계를 유지하고 신규 고객을 발굴하여 매출을 증대시킵니다.
   - 성과 분석 및 보고: 영업 성과를 분석하고 이를 바탕으로 경영진에게 보고합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 영업 및 마케팅 이론에 대한 이해
     - 고객 관계 관리(CRM) 시스템에 대한 지식
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원과의 효과적인 커뮤니케이션 능력
     - 문제 해결 및 의사 결정 능력
     - 고객 요구 사항을 이해하고 대응하는 능력"
영업,영업지원,"서비스 영업 담당자(광고, 보험, 금융서비스 및 여행 제외); 사무원(일반)",CES,41.6,40.7,43.3,52.2,57.5,60.8,X,"1. 직무 정의: 영업지원 직무는 영업팀의 효율성을 높이기 위해 필요한 자료와 정보를 제공하며, 고객 관리 및 계약 지원을 포함한 다양한 업무를 수행합니다. 이 직무는 영업 활동의 전반적인 생명주기를 지원하여 매출 증대에 기여합니다.

2. 핵심 역할: 영업지원의 주요 목표는 영업팀이 원활하게 업무를 수행할 수 있도록 필요한 자원을 제공하고, 고객과의 관계를 강화하는 것입니다.

3. 주요 업무: 
   - 자료 수집 및 분석: 시장 조사 및 경쟁사 분석을 통해 영업 전략을 지원합니다.
   - 고객 관리: 고객 데이터베이스를 관리하고, 고객 문의 및 요청에 대한 대응을 합니다.
   - 계약 및 문서 관리: 계약서 작성 및 검토, 관련 문서의 관리 및 저장을 담당합니다.
   - 영업 성과 보고: 영업 활동의 성과를 분석하고, 정기적으로 보고서를 작성하여 팀에 공유합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 영업 및 마케팅 이론에 대한 이해
     - 고객 관계 관리(CRM) 시스템에 대한 지식
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 내 협업을 위한 커뮤니케이션 능력
     - 문제 해결 및 분석 능력, 데이터 기반 의사결정 능력을 갖추고 있습니다."
영업,제품영업,도매 및 제조 영업 담당자(기술·과학 제품),ECI,46.1,48.8,45.2,49.3,60.1,51.7,X,"1. 직무 정의: 제품영업은 기업의 제품이나 서비스를 고객에게 판매하고, 고객의 요구를 파악하여 최적의 솔루션을 제공하는 역할을 합니다. 이 과정은 시장 조사, 고객 관리, 판매 전략 수립 등 생명주기 전반에 걸쳐 이루어집니다.

2. 핵심 역할: 제품영업의 주요 목표는 고객의 니즈를 충족시키고, 매출을 증대시키는 것입니다.

3. 주요 업무:
   - 시장 조사 및 분석: 경쟁사 및 시장 동향을 파악하여 판매 전략을 수립합니다.
   - 고객 관리: 기존 고객과의 관계를 유지하고, 신규 고객을 발굴합니다.
   - 판매 전략 수립: 제품의 특성과 고객의 요구에 맞춘 판매 계획을 수립합니다.
   - 계약 체결 및 후속 관리: 고객과의 계약을 체결하고, 판매 후 고객 만족도를 관리합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 영업 및 마케팅 이론에 대한 이해가 필요합니다.
     - 제품 및 서비스에 대한 깊은 지식이 요구됩니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원 및 타 부서와의 원활한 커뮤니케이션 능력이 필요합니다.
     - 고객의 요구를 이해하고, 적절한 솔루션을 제시하는 문제 해결 능력이 요구됩니다."
영업,해외영업,도매 및 제조 영업 담당자(기술·과학 제품 제외),ECR,45.1,43.3,46.3,47.0,64.3,50.3,X,"1. 직무 정의: 해외영업은 해외 시장에서 자사 제품이나 서비스를 판매하기 위한 전략을 수립하고 실행하는 역할을 합니다. 이 과정에는 시장 조사, 고객 관리, 계약 체결 및 사후 관리가 포함됩니다.

2. 핵심 역할: 해외영업의 주요 목표는 글로벌 시장에서 매출을 증대시키고, 지속 가능한 고객 관계를 구축하는 것입니다.

3. 주요 업무:
   - 시장 조사 및 분석: 해외 시장의 트렌드와 경쟁사를 분석하여 기회를 발굴합니다.
   - 고객 발굴 및 관계 구축: 잠재 고객을 찾아내고, 신뢰를 바탕으로 관계를 형성합니다.
   - 계약 체결 및 협상: 고객과의 계약 조건을 협상하고, 최종 계약을 체결합니다.
   - 사후 관리 및 지원: 고객의 요구를 지속적으로 파악하고, 문제 해결 및 추가 판매를 지원합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 해외 시장에 대한 이해 및 국제 비즈니스 관련 지식
     - 외환 및 무역 관련 법규에 대한 이해
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 능력 및 협업 능력
     - 고객 요구 분석 및 문제 해결 능력
     - 문화적 차이를 이해하고 조율하는 능력"
운전·운송·배송,조종·기관사,"항공기 조종사, 부조종사 및 비행기관사; 기관차 운전사",RCI,61.9,49.9,43.2,44.2,45.8,47.6,X,"1. 직무 정의: 조종·기관사는 항공기, 철도, 선박 등 대형 운송 수단의 안전한 운행을 책임지며, 출발 전 점검부터 목적지 도착 후 사후 관리까지 운송 생명주기 전반을 총괄합니다. 이들은 승객과 화물을 정확한 시간에 목적지까지 수송하기 위해 운항 기기 및 동력 시스템을 제어하고 최적의 경로를 유지합니다.

2. 핵심 역할: 다양한 기상 조건과 운행 환경 속에서도 승객과 화물의 안전을 최우선으로 확보하며, 운송 수단의 기계적 안정성과 운항 정시성을 달성하는 것입니다.

3. 주요 업무:
   - 운항 계획 및 사전 점검: 운항 전 기상 조건, 선로/항로 상태를 분석하여 운행 계획을 수립하고, 엔진 및 제어 시스템의 이상 유무를 점검합니다.
   - 본선 운행 및 조종: 항공기(조종간), 철도(마스터 컨트롤러), 선박(조타기) 등의 제어 장치를 조작하여 지정된 경로와 속도를 유지하며 운행합니다.
   - 모니터링 및 관제 통신: 관제탑, 철도 관제실, 항만 통제소와 지속적으로 교신하며 운항 상황을 공유하고, 계기판을 통해 기계 및 전기 시스템의 작동 상태를 모니터링합니다.
   - 비상 상황 대처: 기상 악화, 기계 결함 등 돌발 상황 발생 시 매뉴얼에 따라 신속하게 조치하여 승선자의 안전을 확보하고 피해를 최소화합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 항공법, 철도안전법, 해상법 등 각 운송 수단별 관련 법규 및 안전 규정에 대한 깊은 이해가 필요합니다.
     - 기상학, 동력 역학, 항법 및 제어 시스템(비행 제어, 열차 제어, 선박 엔진 등)의 원리에 대한 전문 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 운항/항해 보조 소프트웨어(예: FMS(비행관리시스템), TCMS(열차종합제어장치), ECDIS(전자해도))를 사용합니다.
     - 통신 기기 및 자동 제어/모니터링 장비를 조작합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     -관제사, 객실 승무원, 정비사 등 유관 부서와의 명확하고 신속한 커뮤니케이션 능력이 필요합니다.
     -고도의 집중력, 스트레스 관리 능력 및 비상 상황 시 침착하게 대응하는 위기관리 능력이 요구됩니다."
운전·운송·배송,화물·중장비기사,대형 화물차 및 트레일러 운전기사; 건설장비 운전원 및 기타 장비 조작원,RCI,68.6,44.1,41.8,37.5,36.0,42.7,X,"1. 직무 정의: 화물·중장비기사는 다양한 화물 및 중장비를 안전하고 효율적으로 운전하며, 운송 및 작업 현장에서 기계의 성능을 최적화하는 역할을 수행합니다. 이 직무는 장비의 점검, 유지보수 및 안전 운전 절차를 포함하여 생명주기 전반에 걸쳐 책임을 집니다.

2. 핵심 역할: 화물·중장비기사는 안전하고 효율적인 운송 및 작업을 통해 기업의 물류 및 건설 작업을 원활하게 지원하는 것이 가장 중요한 목표입니다.

3. 주요 업무:
   - 장비 점검 및 유지보수: 운전 전후에 장비의 상태를 점검하고 필요한 유지보수를 실시합니다.
   - 안전 운전 및 작업 수행: 화물 및 중장비를 안전하게 운전하며, 작업 현장에서의 안전 규정을 준수합니다.
   - 운송 계획 수립: 화물의 종류와 목적지에 따라 최적의 운송 경로 및 방법을 계획합니다.
   - 작업 기록 관리: 운전 및 작업 과정에서 발생한 사항을 기록하고 보고하여 관리합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 중장비 운전 및 안전 관련 법규 및 규정에 대한 이해가 필요합니다.
     - 기계 작동 원리 및 유지보수에 대한 기본 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 중장비 운전 시 사용되는 장비(예: 굴삭기, 지게차) 및 관련 소프트웨어(예: GPS 내비게이션 시스템).
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원 및 다른 직군과의 원활한 의사소통 능력이 필요합니다.
     - 작업 현장에서의 문제 해결 능력과 긴급 상황 대처 능력이 요구됩니다."
의료·바이오,간호사,등록간호사,SIC,50.6,59.7,43.9,67.3,41.8,47.2,O,"1. 직무 정의: 간호사는 환자의 건강 상태를 평가하고, 환자에게 직접적인 간호 서비스를 제공합니다. 또한, 의료팀과 협력하여 환자의 회복을 지원하고, 건강 교육을 실시합니다.

2. 핵심 역할: 간호사는 환자의 안전과 건강을 최우선으로 하여 효과적인 간호 서비스를 제공하는 것이 가장 중요한 목표입니다.

3. 주요 업무:
   - 환자 평가: 환자의 건강 상태를 모니터링하고, 필요한 정보를 수집합니다.
   - 치료 계획 수립: 의사와 협력하여 환자의 치료 계획을 수립하고, 간호 목표를 설정합니다.
   - 간호 서비스 제공: 약물 투여, 상처 관리 등 직접적인 간호 서비스를 제공합니다.
   - 교육 및 상담: 환자와 가족에게 건강 관리 및 질병 예방에 대한 교육을 실시합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 인체 해부학 및 생리학에 대한 깊은 이해가 필요합니다.
     - 간호 윤리 및 법률에 대한 지식이 요구됩니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀워크 및 의사소통 능력이 중요합니다.
     - 스트레스 관리 및 문제 해결 능력이 필요합니다."
의료·바이오,간호조무사,면허 실무간호사 및 직업간호사; 간호조무사,SRC,55.6,49.2,42.1,67.3,39.8,45.4,X,"1. 직무 정의: 간호조무사는 의료기관에서 간호사의 업무를 보조하며 환자의 진료와 치료를 지원하는 역할을 합니다. 이들은 환자의 상태를 관찰하고, 기본적인 간호 서비스를 제공하며, 의료진과의 원활한 소통을 통해 환자의 치료 과정을 돕습니다.

2. 핵심 역할: 간호조무사는 환자의 안전과 편안함을 보장하며, 의료 서비스의 질을 높이는 중요한 목표를 가지고 있습니다.

3. 주요 업무: 
   - 환자 관리: 환자의 기본 정보 수집 및 상태 관찰을 통해 필요한 간호 서비스를 제공합니다.
   - 진료 보조: 의사의 진료 및 치료 과정에서 필요한 도구와 장비를 준비하고, 환자를 진료실로 안내합니다.
   - 의료 기록 관리: 환자의 진료 기록을 작성하고 업데이트하여 의료진과의 정보 공유를 원활하게 합니다.
   - 위생 관리: 의료기구 및 환경의 청결을 유지하고 감염 예방을 위한 절차를 준수합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 기본적인 의학 지식 및 간호 이론에 대한 이해가 필요합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀워크 및 의사소통 능력이 중요하며, 환자와의 신뢰 관계를 구축하는 능력이 필요합니다."
의료·바이오,기타의료종사자,의료 보조원,CSR,52.7,53.1,41.8,61.8,40.0,58.8,X,"1. 직무 정의: 기타의료종사자는 의료 서비스 제공을 지원하는 다양한 역할을 수행하며, 환자 관리 및 치료 보조를 포함한 여러 업무를 담당합니다. 이들은 의료진과 협력하여 환자의 건강과 안전을 유지하는 데 기여합니다.

2. 핵심 역할: 기타의료종사자는 환자의 치료와 회복을 지원하는 것을 목표로 합니다.

3. 주요 업무:
   - 환자 관리: 환자의 상태를 모니터링하고 필요한 정보를 의료진에게 전달합니다.
   - 치료 보조: 의료 절차 및 치료 과정에서 의료진을 지원합니다.

4. 필요 역량:
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀워크: 의료진과의 원활한 협업을 통해 환자 치료에 기여합니다.
     - 커뮤니케이션: 환자와의 효과적인 의사소통 능력이 요구됩니다."
의료·바이오,바이오·제약연구원,의과학자(역학자 제외); 생화학자 및 생물물리학자,IRC,56.5,73.9,51.4,47.4,40.3,39.4,O,"1. 직무 정의: 바이오·제약연구원은 생명과학 및 약리학 분야에서 신약 개발 및 연구를 수행하는 전문가입니다. 이들은 실험 설계, 데이터 분석 및 결과 해석을 통해 새로운 치료법을 발견하고 개발하는 데 기여합니다.

2. 핵심 역할: 바이오·제약연구원의 가장 중요한 목표는 안전하고 효과적인 신약을 개발하여 인류의 건강을 증진하는 것입니다.

3. 주요 업무: 
   - 연구 기획: 연구 목표 설정 및 실험 디자인을 수립합니다.
   - 실험 수행: 세포 배양, 동물 실험 등 다양한 실험을 진행합니다.
   - 데이터 분석: 실험 결과를 통계적 방법을 통해 분석하고 해석합니다.
   - 결과 보고: 연구 결과를 논문 또는 보고서 형식으로 작성하여 발표합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 생명과학 및 약리학에 대한 깊은 이해가 필요합니다.
     - 임상시험 및 규제 관련 지식이 요구됩니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 실험실 안전 및 품질 관리 기준에 대한 이해가 필요합니다.
     - 팀 프로젝트 및 다학제 간 협업 능력이 요구됩니다."
의료·바이오,병원코디네이터,의무 비서 및 행정 보조원; 접수원 및 안내 사무원,CSE,42.2,44.5,41.8,55.5,50.2,65.5,X,"1. 직무 정의: 병원코디네이터는 환자와 의료진 간의 원활한 소통을 지원하고, 병원 내 다양한 서비스를 조정하여 환자의 치료 경험을 향상시키는 역할을 합니다. 이들은 환자의 예약 관리, 진료 일정 조정, 의료 정보 제공 등을 통해 병원 운영의 효율성을 높입니다.

2. 핵심 역할: 병원코디네이터는 환자의 치료 과정에서 발생할 수 있는 문제를 사전에 예방하고, 환자 만족도를 극대화하는 것을 목표로 합니다.

3. 주요 업무:
   - 환자 접수 및 예약 관리: 환자의 진료 예약을 받고, 필요한 정보를 수집하여 의료진과 조율합니다.
   - 진료 일정 조정: 의료진의 스케줄을 고려하여 환자의 진료 일정을 조정하고, 필요한 경우 변경 사항을 안내합니다.
   - 의료 정보 제공: 환자에게 필요한 의료 정보를 제공하고, 진료 과정에서의 질문에 답변하여 불안감을 해소합니다.
   - 환자 피드백 관리: 환자의 치료 경험에 대한 피드백을 수집하고, 이를 바탕으로 서비스 개선 방안을 제안합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 의료 관련 지식: 기본적인 의료 용어 및 절차에 대한 이해가 필요합니다.
     - 고객 서비스 이론: 환자와의 소통 및 서비스 제공에 대한 이론적 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 병원 관리 시스템(예: HIS, EMR): 환자 정보 관리 및 예약 시스템을 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀워크: 의료진 및 다른 부서와의 협업을 통해 원활한 진료 환경을 조성합니다.
     - 문제 해결 능력: 환자의 요구 사항이나 문제를 신속하게 파악하고 해결하는 능력이 필요합니다."
의료·바이오,수의사,수의사,RIC,63.0,67.0,41.8,52.4,38.5,36.8,O,"1. 직무 정의: 수의사는 동물의 건강과 복지를 책임지며, 질병 예방, 진단 및 치료를 수행합니다. 이들은 동물의 생명주기 전반에 걸쳐 의료 서비스를 제공하고, 동물과 인간의 상호작용을 증진시키는 역할을 합니다.

2. 핵심 역할: 수의사는 동물의 질병을 예방하고 치료하여 건강한 삶을 유지하도록 돕는 것이 가장 중요한 목표입니다.

3. 주요 업무: 
   - 진료 및 치료: 동물의 건강 상태를 평가하고, 필요한 치료를 시행합니다.
   - 예방의학: 백신 접종 및 건강 검진을 통해 질병 예방에 관여합니다.
   - 수술: 필요 시 동물에게 수술을 시행하여 치료합니다.
   - 상담 및 교육: 동물 소유자에게 동물 관리 및 건강에 대한 정보를 제공합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 동물 생리학 및 해부학에 대한 깊은 이해가 필요합니다.
     - 질병 진단 및 치료에 관한 전문 지식이 요구됩니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 동물 병원 운영 및 관리 능력이 필요합니다.
     - 동물 소유자 및 다른 의료 전문가와의 효과적인 커뮤니케이션 능력이 요구됩니다."
의료·바이오,수의테크니션,수의 기술자 및 기사,RIC,67.0,62.6,41.8,49.6,34.3,47.0,X,"1. 직무 정의: 수의테크니션은 동물의 건강과 치료를 지원하는 역할을 하며, 수의사와 협력하여 진료 및 치료 과정을 보조합니다. 이들은 동물의 진단, 치료 및 예방에 필요한 다양한 절차를 수행합니다.

2. 핵심 역할: 수의테크니션의 주요 목표는 동물의 건강을 유지하고 치료하는 데 필요한 전문적인 지원을 제공하는 것입니다.

3. 주요 업무:
   - 진료 보조: 수의사와 함께 동물의 진료를 보조하며, 필요한 경우 진단 및 치료 절차를 수행합니다.
   - 검사 및 진단: 혈액 검사, 방사선 촬영 등 다양한 검사를 실시하고 결과를 분석합니다.
   - 치료 관리: 동물의 치료 계획을 수립하고 약물 투여 및 치료 과정을 관리합니다.
   - 고객 상담: 동물 주인에게 건강 관리 및 예방 조치에 대한 정보를 제공하고 상담합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 동물 생리학 및 해부학에 대한 깊은 이해가 필요합니다.
     - 동물 질병 및 치료 방법에 대한 지식이 요구됩니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원과의 원활한 소통 및 협업 능력이 필요합니다.
     - 동물 치료 및 관리에 대한 실무 경험이 요구됩니다."
의료·바이오,약사·한약사,약사,ISC,46.3,65.1,45.0,61.8,43.3,48.2,O,"1. 직무 정의: 약사와 한약사는 의약품의 조제, 관리 및 상담을 통해 환자의 건강을 증진하는 역할을 합니다. 이들은 의약품의 안전성과 효과를 보장하며, 환자에게 적절한 약물 치료를 제공하는 생명주기 전반에 관여합니다.

2. 핵심 역할: 약사·한약사의 존재 이유는 환자에게 안전하고 효과적인 약물 치료를 제공하여 건강을 증진하는 것입니다.

3. 주요 업무:
   - 약물 조제: 처방된 의약품을 정확히 조제하고, 복용 방법을 안내합니다.
   - 약물 관리: 의약품의 재고를 관리하고, 유통기한 및 보관 조건을 점검합니다.
   - 환자 상담: 환자의 건강 상태를 평가하고, 약물 복용에 대한 상담을 제공합니다.
   - 한약 처방: 전통 한약의 조제 및 상담을 통해 환자의 건강을 지원합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 약리학 및 약제학에 대한 깊은 이해가 필요합니다.
     - 한약학 및 전통 의학에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 전자 처방 시스템(예: EMR 시스템)과 약물 데이터베이스(예: Micromedex)를 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 의료진과의 협업을 통해 환자 치료 계획을 수립합니다.
     - 약국 운영 및 관리에 대한 경험이 필요합니다."
의료·바이오,원무행정,의무 비서 및 행정 보조원; 의무기록 전문가,CSI,44.9,52.4,41.8,54.6,43.2,69.3,X,"1. 직무 정의: 원무행정은 의료기관에서 환자의 접수, 진료, 수납 및 보험 청구 등 환자 관리 전반을 담당하는 업무입니다. 이 직무는 환자의 원활한 진료 경험을 제공하고, 의료기관의 운영 효율성을 높이는 데 기여합니다.

2. 핵심 역할: 원무행정의 주요 목표는 환자의 진료 과정이 원활하게 진행되도록 지원하며, 의료기관의 재무적 안정성을 확보하는 것입니다.

3. 주요 업무: 
   - 환자 접수 및 정보 관리: 환자의 기본 정보와 진료 이력을 수집하고 관리합니다.
   - 진료 일정 조정: 의료진과 협력하여 환자의 진료 일정을 조정하고 안내합니다.
   - 수납 및 보험 청구: 진료 후 환자의 수납을 처리하고, 보험 청구 관련 서류를 작성합니다.
   - 고객 서비스 제공: 환자의 문의 사항에 응대하고, 불만 사항을 처리하여 만족도를 높입니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 의료법 및 관련 규정에 대한 이해
     - 의료기관 운영 및 관리에 대한 지식
   - 주요 사용 언어 및 툴
     - 전자 의료 기록 시스템(EMR) 사용 경험
     - 보험 청구 소프트웨어(예: ClaimMD) 활용 능력
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 내 협업 및 커뮤니케이션 능력
     - 문제 해결 및 고객 서비스 능력"
의료·바이오,의료기사,방사선사 및 방사선 기술자; 의료 및 임상검사실 기술자,RIC,63.3,63.5,42.2,50.8,35.9,50.7,O,"1. 직무 정의: 의료기사는 의사나 치과의사의 지도를 받아 진료나 의화학적 검사, 재활 치료 등을 수행하는 보건의료 전문가입니다. 이들은 임상병리, 방사선, 물리치료, 작업치료 등 각 전문 분야에서 환자의 정확한 진단과 기능 회복을 직접적으로 지원하는 생명주기 전반에 관여합니다.

2. 핵심 역할: 전문적인 의료 기술과 검사 장비를 활용하여 질병의 정확한 진단을 보조하고, 환자의 신체적·정신적 기능 회복을 도와 전반적인 의료 서비스의 질을 높이는 것입니다.

3. 주요 업무:
   - 검사 및 진단 보조(임상병리/방사선): 혈액, 체액 등의 검체를 분석하거나 X-ray, MRI, CT 등의 영상 촬영을 수행하여 질병 진단에 필요한 핵심 데이터를 도출합니다.
   - 치료 및 재활(물리/작업치료): 신체적 장애나 통증이 있는 환자에게 물리적 요소(열, 전기 등)를 적용하거나 특정 작업 활동을 훈련하여 신체 기능의 회복과 일상생활 복귀를 돕습니다.
   - 치과 보조 및 예방(치과위생/치과기공): 구강 질환 예방 조치 및 스케일링을 수행하거나, 치과 보철물 및 교정 장치를 정밀하게 제작합니다.
   - 데이터 기록 및 관리: 검사 및 치료 과정의 결과를 전자의무기록(EMR)에 정확히 기입하고, 환자의 상태 변화를 모니터링하여 의료진과 공유합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
    - 해부학, 생리학, 병리학 등 기초 의학 및 각 전문 면허 분야에 대한 심도 있는 전공 지식
    - 보건의료 관련 법규, 감염 관리 및 환자 안전 기준에 대한 철저한 이해
   - 인프라/운영/협업 등 실무 적용 역량
    - 의사, 간호사 등 타 의료진과의 유기적인 협업 및 명확한 커뮤니케이션 능력
    - 불안해하는 환자를 응대하는 공감 능력 및 돌발 상황 발생 시 유연한 대처 능력"
의료·바이오,의사,가정의학과 의사,SIC,51.0,67.9,44.8,71.3,42.2,41.0,O,"1. 직무 정의: 의사는 환자의 건강을 진단하고 치료하는 전문 직업으로, 질병 예방과 건강 증진을 위한 다양한 의료 서비스를 제공합니다. 이들은 환자의 생명주기 전반에 걸쳐 신체적, 정신적 건강을 관리하는 역할을 수행합니다.

2. 핵심 역할: 의사의 존재 이유는 환자의 건강을 보호하고 회복시키며, 질병을 예방하는 것입니다.

3. 주요 업무:
   - 진단: 환자의 증상과 병력을 분석하여 질병을 진단합니다.
   - 치료: 적절한 치료 방법을 결정하고, 약물 처방 및 수술 등의 치료를 시행합니다.
   - 상담: 환자와 그 가족에게 질병에 대한 정보와 치료 방법을 설명하고, 심리적 지원을 제공합니다.
   - 예방: 건강 검진 및 예방접종을 통해 질병 예방에 관여합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 의학 지식: 인체 해부학, 생리학, 병리학 등 기본 의학 지식을 보유해야 합니다.
     - 최신 의료 동향: 최신 치료법 및 의료 기술에 대한 지속적인 학습이 필요합니다.
   - 주요 사용 언어 및 툴
     - 전자 건강 기록 시스템(EHR): 환자의 건강 정보를 관리하는 소프트웨어를 사용합니다.
     - 진단 도구: 초음파, MRI, CT 스캔 등 다양한 진단 장비를 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀워크: 간호사, 약사 및 기타 의료 전문가와의 협업 능력이 필요합니다.
     - 의사소통 능력: 환자와의 효과적인 의사소통을 통해 신뢰를 구축하고 정보를 전달합니다."
