JK대분류,JK중분류,매핑 O*NET 직업명,Top3,현실형(R) T,탐구형(I) T,예술형(A) T,사회형(S) T,진취형(E) T,관습형(C) T,전공필수,통합_직무정의
법무·사무·총무,변호사,변호사,ECI,37.1,57.8,50.5,52.5,61.0,46.8,O,"변호사는 법률 상담, 소송 대리, 계약 검토, 분쟁 해결, 형사·민사·행정 사건 대응 등 의뢰인의 권리 보호와 법률 문제 해결을 수행하는 업무이다."
법무·사무·총무,비서,임원 비서 및 임원 행정 보조원,CES,37.6,40.7,44.3,56.1,61.1,65.0,X,"경영진 일정관리는 상사의 일정을 계획하고 일정에 따른 인적, 물적 자원, 시간을 효율적으로 활용할 수 있도록 지원하는 능력이다.
 경영진 예결산관리란 경영진과 비서실내에서 필요한 경비를 계획하고 회계관리시스템으로 경비를 처리하는 능력이다.
 비서영어 회화 업무는 국제화 시대에 요구되는 영어·외국어 표현을 구사하여 원활한 구두 커뮤니케이션을 통해 비서업무를 수행하는 능력이다.
 보고업무란 경영진의 지시사항과 필요사항을 정확하게 파악하여 보고하는 능력이다.
 회의의전관리는 경영진이 참여하는 각종 회의의 개최와 참석을 지원하고 의전하는 능력이다.
 글로벌 경영사무 지원은 경영진을 보좌하여 글로벌 환경에서 요구되는 업무를 수행하기 위해 외국어로 국제 경영사무 업무와 국제 행사를 지원하는 능력이다.
 경영진 문서 작성관리는 문서의 사용 목적에 따라 필요한 자료를 수집하고 적절한 형식과 내용을 갖추어 문서를 작성한 후 관리하는 능력이다.
 비서 사무정보관리는 경영진 보좌에 필요한 각종 사무정보들을 검색, 수집, 활용할 수 있도록 기기를 관리하고 보안을 유지하는 능력이다.  
 응대업무란 전화와 방문객을 경영진의 상황에 따라 맞이하고 선별ㆍ대응하여 업무를 지원하는 능력이다.
 국제 업무지원은 영어ㆍ외국어능력과 국제화 시대에 요구되는 역량을 갖추어 경영진의 업무를 지원하는 능력이다.
 경영진 지원업무는 경영진이 본연의 업무에 최대한 전념할 수 있도록 사무환경을 정비하고 경영진의 일상적인 업무를 효율적으로 지원하는 능력이다.
 경영 환경 동향 분석은 비서가 조직의 내ㆍ외부 경영 환경을 파악ㆍ분석하여 상사의 업무가 효율적으로 실행될 수 있게 하는 능력이다.
 영문서 지원업무는 영어·외국어 능력을 통하여 문서관련 업무를 지원하는 능력이다.
 출장관리는 경영진의 출장계획 수립과 준비, 사후처리 과정을 통해 출장업무가 성공적으로 이루어질 수 있도록 지원하는 능력이다."
법무·사무·총무,사무담당자,사무원(일반),CES,46.6,40.4,41.8,50.0,47.2,69.4,X,"자료 관리란 업무와 관련된 자료를 수집·분석하고 안전하게 관리하여 관련 부서에 제공함으로써 업무에 활용하게 하는 능력이다.
 사무행정 회계처리란 부서(팀)별로 사용된 비용을 회계규정에 따라 처리ㆍ점검하고 집계ㆍ분석하는 능력이다.
 사무환경 조성이란 구성원들의 업무 능률 향상을 위하여 사무기기 운용, 사무물품 관리, 사무환경 관리, 네트워크 관리 지원 등의 업무를 실행하는 능력이다.
 그룹웨어 활용이란 업무 효율성 향상을 위하여 조직 구성원들이 정보통신망으로 연결된 공동의 소프트웨어를 활용하여 사무행정 업무를 수행하는 능력이다.
 사무행정 업무 관리란 내·외부 업무 협력 요청사항을 접수하고, 내부의 원활한 업무 진행을 위해 구성원들을 지원하는 능력이다.
 경영정보시각화란 기업 내외부의 정보를 효과적으로 전달하기 위해 시각적 요소를 사용하여 표현하는 능력이다.
 문서 작성이란 부서 내ㆍ외부에서 요청된 문서를 작성하기 위하여 내용을 계획하고 자료를 조사ㆍ정리ㆍ편집하여 목적에 맞는 문서를 완성하는 능력이다.
 사무자동화 관리운용이란 사무행정 처리에 수반되는 사무자동화 프로그램 활용, 사무자동화 네트워크 관리지원 및 전자정보처리 등을 수행하는 능력이다.
 사무자동화 프로그램 활용이란 사무행정 처리에 수반되는 워드프로세서, 스프레드시트, 데이터베이스. 프레젠테이션 프로그램을 활용하여 사무문서작성 업무를 수행하는 능력이다.
 회의 운영이란 원활한 회의 진행을 위하여 사전 준비, 운영 보조, 회의 후 정리 등과 관련한 업무를 수행하는 능력이다.
 문서 관리는 문서를 효율적으로 활용하기 위하여 문서 관리 규정에 따라 문서를 수·발신하고 정리하며, 보관하는 능력이다."
법무·사무·총무,사무보조,사무원(일반),CES,46.6,40.4,41.8,50.0,47.2,69.4,X,"자료 관리란 업무와 관련된 자료를 수집·분석하고 안전하게 관리하여 관련 부서에 제공함으로써 업무에 활용하게 하는 능력이다.
 사무행정 회계처리란 부서(팀)별로 사용된 비용을 회계규정에 따라 처리ㆍ점검하고 집계ㆍ분석하는 능력이다.
 사무환경 조성이란 구성원들의 업무 능률 향상을 위하여 사무기기 운용, 사무물품 관리, 사무환경 관리, 네트워크 관리 지원 등의 업무를 실행하는 능력이다.
 그룹웨어 활용이란 업무 효율성 향상을 위하여 조직 구성원들이 정보통신망으로 연결된 공동의 소프트웨어를 활용하여 사무행정 업무를 수행하는 능력이다.
 사무행정 업무 관리란 내·외부 업무 협력 요청사항을 접수하고, 내부의 원활한 업무 진행을 위해 구성원들을 지원하는 능력이다.
 경영정보시각화란 기업 내외부의 정보를 효과적으로 전달하기 위해 시각적 요소를 사용하여 표현하는 능력이다.
 문서 작성이란 부서 내ㆍ외부에서 요청된 문서를 작성하기 위하여 내용을 계획하고 자료를 조사ㆍ정리ㆍ편집하여 목적에 맞는 문서를 완성하는 능력이다.
 사무자동화 관리운용이란 사무행정 처리에 수반되는 사무자동화 프로그램 활용, 사무자동화 네트워크 관리지원 및 전자정보처리 등을 수행하는 능력이다.
 사무자동화 프로그램 활용이란 사무행정 처리에 수반되는 워드프로세서, 스프레드시트, 데이터베이스. 프레젠테이션 프로그램을 활용하여 사무문서작성 업무를 수행하는 능력이다.
 회의 운영이란 원활한 회의 진행을 위하여 사전 준비, 운영 보조, 회의 후 정리 등과 관련한 업무를 수행하는 능력이다.
 문서 관리는 문서를 효율적으로 활용하기 위하여 문서 관리 규정에 따라 문서를 수·발신하고 정리하며, 보관하는 능력이다."
법무·사무·총무,총무,행정 서비스 관리자,ECS,39.4,41.5,41.9,54.3,66.7,65.4,X,"총무보안관리란 조직의 주요 자산 보호를 위해 보안 사고를 예방하고 사고 발생 시 대응할 수 있는 능력이다.
 행사지원관리란 조직에서 시행하는 행사의 목적을 반영하여 계획 수립, 운영, 사후관리의 업무를 수행하는 능력이다.
 업무지원이란 조직 구성원들이 업무상 발생되는 인장, 출장, 제 증명 관련 요청 사항을 적시에 지원하고 업무용 시설을 관리, 개선할 수 있는 능력이다.
 부동산관리란 조직의 원활한 업무수행을 위하여 부동산의 취득, 임차, 처분과 관련된 제반 업무를 수행하는 능력이다.
 비품관리란 조직원들의 원활한 업무 지원을 위하여 집기, 소모품 등 업무에 필요한 비품의 구매, 유지, 처분에 요구되는 능력이다.
 총무문서관리란 문서관리 규정에 따라 문서의 분류, 보관ㆍ보존ㆍ폐기와 우편물 관리, 인쇄물의 제작ㆍ배포ㆍ재고 관리 업무를 수행하는 능력이다.
 사업계획 수립이란 조직의 목표달성에 필요한 총무 업무를 원활하게 수행하기 위하여 대ㆍ내외적 환경을 분석하고, 전략과제를 설정과 예산 운영을 계획하는 능력이다.
 복리후생지원이란 관계 법령과 경영전략에 따라 조직원들의 근로조건 개선, 복지 증진을 위한 복리후생제도와 시설을 운영하는 능력이다.
 용역관리란 예산과 인력을 효율적으로 운영하기 위하여 업무의 경중과 비용효과 분석을 통해 용역 대상 업무를 선정하고 관리하는 능력이다.
 차량운영관리란 조직의 업무수행에 필요한 차량을 효율적으로 지원하기 위하여 차량 운영계획을 수립하여 유지 관리, 처분할 수 있는 능력이다."
식·음료,바리스타,바리스타,RCS,58.2,34.8,52.3,54.5,48.9,44.3,X,"에스프레소 커피음료 제조란 추출한 에스프레소 커피에 각종 부재료를 활용하여 에스프레소 음료, 에스프레소 커피음료, 응용 에스프레소 커피음료, 라떼아트 등 다양한 방법으로 커피음료를 만드는 능력이다.
 에스프레소 커피음료 제조란 추출한 에스프레소 커피에 각종 부재료를 활용하여 에스프레소 음료, 응용 에스프레소 커피음료 등 다양한 방법으로 커피음료를 만드는 능력이다.
 커피기계 운용이란 최상의 커피 추출과 커피 맛을 유지하기 위해 커피기계를 설정하고, 상태를 확인하고, 소모품을 교체하며 세척하는 능력이다.
 에스프레소 추출이란 에스프레소 머신을 이용하여 에스프레소를 추출하고 추출된 에스프레소를 관능적으로 평가하는 능력이다. 
 커피분류평가란 로스팅과 블렌딩을 위해 커피의 생두/원두를 분류하고 평가하는 능력이다.
 커피매장 관리란 커피매장의 위생관리, 영업준비, 영업마감, 기물관리 및 안전관리 등 고객에게 최상의 서비스를 제공하기 위해 영업 준비부터 마감까지 관리하는 능력이다.
 커피 원두 선택이란 추출에 따라 원두의 배합 비율, 볶음 정도 및 숙성정도를 확인하고 평가하여 원두를 선택하는 능력이다.
 커피기계운용이란 에스프레소 머신, 커피 그라인더와 보조 커피기계를 통해 조절 가능한 범위 내에서 커피의 맛을 변화시키거나 유지할 수 있도록 커피기계를 관리하는 능력이다.
 커피음료 우유 스티밍이란 스팀을 이용하여 우유를 데우고, 입자가 고운 거품을 만들며, 스팀노즐을 관리하는 능력이다.
 커피추출운용이란 에스프레소 머신 이외에 다양한 추출기구와 추출방법을 이용하여 커피를 추출하고 추출된 커피를 관능적으로 평가하는 능력이다. 
 커피매장 경영이란 매장의 수익 창출을 위해 효율적인 커피관련 자재 재고관리, 바리스타 스케줄 관리, 영업일지 작성, 판매 분석 등을 수행하는 능력이다.
 커피매장 고객 서비스란 고객이 커피매장에 들어와서 나갈 때까지 인사, 주문, 서빙, 정리정돈, 불만 응대 등의 일련의 과정을 제공하는 능력이다.
 에스프레소응용메뉴제조란 우유를 스티밍하고, 추출한 에스프레소에 물, 우유, 우유거품 및 각종 부재료를 첨가하여 에스프레소 메뉴를 제조하는 능력이다.
 라떼아트란 에스프레소 커피에 우유와 우유거품, 다양한 기구, 소스를 활용하여 다양한 형태로 커피음료르 만드는 능력이다.
 커피생두선택이란 커피 로스팅과 커피 블렌딩을 위해 생두를 평가하고 분류하는 능력이다.
 커피테이스팅이란 커피의 향, 맛, 촉감의 감각적인 상태를 일정한 기준에 따라 평가 및 품질을 판별하는 능력이다.
 커피 추출이란 다양한 기계 또는 기구를 활용하여 에스프레소, 핸드드립, 사이폰, 더치, 이브릭 커피를 추출하는 능력이다.
 라떼아트란 고객의 기호를 만족시키기 위해 다양한 기구 및 소스 등을 활용하여 에스프레소에 우유와 우유거품으로 시각적인 디자인을 만드는 능력이다.
 커피매장운영이란 커피매장의 수익 창출을 위해 효율적으로 커피관련 자재·재고관리, 커피관리 스케줄 관리, 영업일지 작성, 판매 분석 등을 수행하는 능력이다.
 커피로스팅이란 커피의 특징적인 향과 맛을 만들어 내기 위하여 로스팅 과정 전체 구조를 설계하고 생두에 화력을 가해 물리적, 화학적 변화를 일으켜 원두를 제조할 수 있는 능력이다.
 커피기계수리란 이상이 있는 머신을 특수 장비, 특수 환경이 필요한 고도의 전문성을 제외한 범위 내에서 정상적인 상태로 수리 할 수 있는 능력이다.
 커피 그라인더 운용이란 커피를 추출하기 위해 분쇄할 입자의 크기와 사용량을 조절하고, 커피 그라인더를 작동하여 원두를 분쇄하며, 사용 후 커피 그라인더를 청소하는 능력이다.
 커피매장 영업관리란 커피매장의 고객에게 최상의 서비스를 제공할 목적으로 고객의 불만사항 관리 및 영업 준비부터 마감까지 관리하는 능력이다.
 커피블렌딩이란 특성이 다른 생두·원두를 혼합, 개별 의 장·단점을 보완해 새로운 향과 맛의 커피를 만드는 능력이다."
식·음료,셰프·주방장,셰프 및 주방장,ERC,57.1,38.8,53.1,49.1,58.8,45.8,X,"양식 파스타 조리란 파스타면과 육류, 어패류, 채소류, 유제품류, 가공식품류를 활용하여 조리하는 능력이다.
 양식 조식 조리란 육류, 어패류, 난류, 채소류, 유제품류, 가공식품류를 활용하여 아침식사에 제공되는 각종 요리를 조리하는 능력이다.
 양식 전채·샐러드 조리란 육류, 어패류, 채소류 등을 활용하여 식욕을 돋우기 위해 조리하거나, 다양한 종류의 소스와 드레싱류를 조리하는 능력이다.
 푸드 플레이팅은 고객이 요리의 가치와 조화를 포함한 문화를 느끼도록 음식의 맛과 색, 모양 등을 접시에 예술적으로 배열하는 능력이다.
 양식 스톡 조리란 육류, 어패류, 채소류 등을 활용하여 조리에 사용되는 육수를 조리하는 능력이다.
 양식 디저트 조리란 식사의 마지막 단계의 요리로 달걀,  설탕, 우유, 생크림, 양주, 과일, 너트, 향신료, 초콜릿 등을 사용하여 차가운 혹은 더운 디저트류를 제조할 수 있는 능력이다.
 양식 샐러드조리는 어패류·육류·채소류·유제품류·가공식품류를 활용하여 단순 샐러드와 복합 샐러드, 각종 드레싱 류를 조리하는 능력이다.
 양식 조리실무란 수행에 필요한 위생관리, 안전관리, 메뉴관리, 구매관리, 식재료관리, 조리기초기능을 습득하는 능력이다.
 양식 메뉴관리는 계절·장소·목적 등에 따라 메뉴를 구성하고, 개발하며 메뉴관리를 할 수 있는 능력이다.
 양식 전채·샐러드 조리란 육류, 어패류, 채소류 등을 활용하여 식욕을 돋우기 위해 조리하고, 다양한 종류의 소스와 드레싱을 조리하는 능력이다.
 연회조리는 축하, 환영, 기념 등과 같이 여러 사람이 모여 베푸는 행사에 필요한 요리를 조리하고 세팅하는 능력이다.
 양식 어패류 조리란 다양한 어패류와 부재료를 활용하여 각각의 메뉴 특성에 맞게 조리하는 능력이다.
 양식 안전관리는 조리사가 주방에서 일어날 수 있는 사고와 재해에 대하여 안전기준 확인, 안전수칙 준수, 안전예방 활동을 하는 능력이다.
 양식 구매관리는 양식조리에 필요한 양질의 식재료, 조리기구, 장비를 적절한 시기에 공급하고 최소한의 비용으로 구입하는 능력이다.
 양식 육류 조리란 육류와 가금류 등을 활용하여 메뉴 특성에 맞게 조리하는 능력이다.
 양식 위생관리는 음식조리 작업에 필요한 위생관련지식을 이해하고 주방의 청결상태와 개인위생·식품위생을 관리하여 전반적인 조리작업을 위생적으로 수행할 수 있는 능력이다.
 양식 재료관리는 양식조리작업 수행에 필요한 재료를 저장·관리·선입선출하여 효율적으로 관리할 수 있는 능력이다.
 양식 수프 조리란 육류, 어패류, 채소류, 스톡 등을 활용하여 다양한 종류의 수프를 조리하는 능력이다.
 양식 샌드위치 조리는 각종 샌드위치를 조리하는 능력이다.
 양식 사이드 디쉬 조리란 식사 또는 메인 요리에 곁들여 사용되는 곡류 및 채소요리를 조리할 수 있는 능력이다.
 조리외식경영이란 조리와 관련된 학문적 지식과 조리실무 및 경영 능력을 갖춘 조리사가 외식업 전반에 걸친 분야에 대한 관리 및 외식경영을 수행하는 능력이다.
 양식 소스 조리란 육류, 어패류, 채소류, 스톡류 등을 활용하여 조리에 사용되는 소스를 조리하는 능력이다.
 양식 기초조리실무란 양식조리에 필요한 기본적인 칼 기술과 조리기기 사용 및 조리방법을 습득·활용하는 능력이다."
식·음료,소믈리에·바텐더,바텐더,RCE,57.7,34.8,50.9,53.1,50.7,45.4,X,"와인 분류란 와인을 포도품종, 양조방법, 생산국가에 따라 분류하는 능력이다.
 미국, 아르헨티나, 칠레, 호주, 남아프리카공화국, 기타 신세계 국가 와인 생산지역들에 대하여 분류하는 능력이다
 와인·와인셀러 관리란 와인을 최상의 상태로 유지하기 위해 위생적으로 유지하고 재고를 파악하는 능력이다.
 와인장비ㆍ비품 관리란 와인서비스를 위해 와인글라스, 디켄터와 그 외 관련 비품을 청결하게 유지 및 관리하는 능력이다.
 와인 분류란 와인을 포도품종, 양조방법, 생산국가 등에 따라 분류하는 능력이다.
 와인 선정ㆍ구매란 시장과 고객을 분석하여 와인을 국가별, 품종별, 가격대별, 타입별로 선정하고, 선정한 와인의 빈티지, 구매수량, 구매처를 결정하여 와인을 구매하는 능력이다.
 와인 테이스팅이란 와인의 색, 향, 맛을 음미하기 위해 시간, 장소, 시음와인, 와인글라스, 디켄터와 그 이외 비품을 활용하여 일련의 과정을 통해 와인을 감별하는 능력이다.
 와인영업장 경영이란 원활한 와인서비스 제공과 이윤창출을 위해 고객과 직원을 관리하고 영업실적을 분석하는 능력이다.
 구세계 국가 와인분류는 프랑스, 이탈리아, 스페인등 유럽 와인 생산 국가의 와인 생산 지역들에 대하여 분류하는 능력이다
 와인 서비스란 와인의 종류에 따른 테이블 세팅, 적절한 온도유지, 와인의 오픈(Open)과 따르기 등 고객에게 와인을 제공하는 능력이다.
 와인 추천이란 식음료 영업장에서 소믈리에가 고객선호도, 가격대, 음식, 상황별 특성에 따라 와인을 추천ㆍ판매하는 능력이다."
식·음료,식품연구원,식품과학자 및 식품기술자,IRC,58.3,65.4,51.4,43.6,43.3,41.1,O,"개발 계획 평가란 기술 평가, 시장성 평가, 사업성을 평가하는 능력이다.
 기술이관이란 생산부문 지원, 관리부문 지원, 영업부문 지원을 하는 능력이다.
 공정 설정이란 설비 설정, 레이아웃 설정, 생산조건을 설정하는 능력이다.
 재료안전성검사란 식품의 안전성 및 법정 기준을 충족시키기 위하여 재료 적법성 확인, 위해요소 확인, 독성 검사 등을 통해 제품의 안전성을 확보하는 능력이다.
 시제품 생산이란 활용장비를 검토하고, 배합원료의 특성·물성을 검토하여 시제품을 생산하는 능력이다.
 식품가공연구개발 위생관리란 식품가공연구개발의 작업장, 가공기계·설비 및 작업자의 개인위생을 유지하고 관리하는 능력이다.
 제품응용연구란 선행 기술분석을 통해 차별화된 소재 및 완제품에 관한 기술 트렌드를 분석하고, 기초 연구와 응용연구를 수행하는 능력이다.
 신규 협력업체 평가는 제품규격에 적합한 원·부재료와 제품(반제품 포함)의 확보를 위해 신규 협력업체 평가를 통하여 적합한 협력업체를 평가하는 능력이다.
 시생산테스트제품평가란 관능평가, 이화학·미생물학적 평가, 시생산제품 규격 적합여부를 표준시제품과 비교하고 차이를 평가하는 능력이다.
 시제품 평가란 관능평가, 이화학·미생물학적 평가, 시제품 규격 적합 여부를 평가하는 능력이다.
 식품품질개선이란 제품을 개선하기 위하여 개선점을 파악하고, 개선점 실행·분석을 통해 공정과 기준 규격을 표준화하는 능력이다.
 상품성 평가란 개발 상품의 가치를 평가하기 위하여 평가 요소를 설계하고 평가 결과를 분석하는 능력이다.
 선행기술조사연구는 창의적이고 경쟁력 있는 신제품 개발을 위하여 도출한 기술평가를 통하여 목표기술을 설정하는 능력이다. 
 시생산테스트는 연구실에서 소규모로 제조한 표준 시제품을 대상으로 하여 제조된 제품을 생산 시 설비.공정 및 배합비 보완 사항 등의 이상유무를 점검하기 위하여 제조현장에서 테스트를 실시하는 능력이다.
 시제품 개발이란 실험 설계, 배합비 개발, 공정 개발, 포장 개발, 살균 공정을 하는 능력이다.
 규격 설정이란 원료 규격 설정, 부자재 규격 설정, 최종상품 규격 설정을 하는 능력이다.
 제품분석이란 제품 고유의 특성을 확인하기 위하여 물리적, 화학적, 생물학적 분석과 보존성을 검사하는 능력이다.
 개발 계획 수립이란 시장정보수집과 시장조사를 통하여 조사 결과를 분석하고 개발 목표를 설정하는 능력이다.
 식품가공연구개발 안전관리란 식품가공연구개발에서 개인 안전, 화재 예방, 도구 및 장비안전 준수를 하는 능력이다."
식·음료,영양사,영양사,SIE,47.2,59.6,51.0,66.5,48.5,35.2,O,"영양사는 개인이나 단체의 건강 상태와 영양 기준에 따라 식단을 계획하고 급식 운영, 영양 상담, 식품 위생 및 영양 관리를 수행하는 업무이다."
식·음료,요리사,조리사(레스토랑),RCE,62.1,37.4,51.3,48.0,51.0,44.1,X,"요리사는 식음료 조리·서비스 분야에서 음식 위생관리, 안전관리, 메뉴관리, 구매관리, 재료관리 등을 바탕으로 식재료를 전처리하고 조리법에 따라 음식을 조리·제공하며, 조리 품질과 주방 위생을 관리하는 업무이다."
식·음료,제과제빵사,제빵사,RCA,65.2,39.2,49.9,41.0,40.8,45.7,X,"냉동빵 가공이란 빵 반죽 또는 반가공품을 급속냉동하여 품질을 일정 기간 유지하고 필요한 시기에 해동·생산하는 능력이다.
 빵류제품 특수 반죽이란 사우어도우법 또는 액종법으로 반죽을 완성하는 능력이다.
 페이스트리 만들기란 반죽, 발효, 정형, 굽기를 하여 여러 겹의 결이 있는 제품을 만드는 능력이다.
 단과자빵류 만들기란 제품의 특성에 맞는 재료를 사용하여 반죽, 발효, 정형, 굽기를 하여 당과 유지의 비율이 높은 빵을 제조하는 능력이다.
 조리빵 만들기는 충전물을 넣거나 토핑하여 식사대용이 될 수 있는 제품을 만들기 위해 반죽, 발효, 정형 후 익힘을 하여 완성하는 능력이다.
 하드계열빵류 만들기란 제품의 특성에 맞는 재료를 사용하여 반죽, 발효, 정형,  스팀과 데치기를 포함한 굽기를 하여 당과 유지의 비율이 낮은 빵을 제조하는 능력이다.
 매장관리란 매장이 속해 있는 상권 내에서 지속적인 경쟁우위를 갖추기 위하여 인력관리, 판매관리, 고객관리를 수행하는 능력이다.
 빵류제품 스펀지 도우 반죽은 스펀지 반죽을 하고, 완성된 스펀지를 이용하여 본반죽을 완성하는 능력이다.
 빵류제품 스트레이트 반죽이란 반죽을 한 번에 완성하는 능력이다.
 빵류제품 품질관리란 고객만족에 부합하는 품질 목표를 달성하기 위하여 품질기획, 품질검사, 품질개선활동, 공정안전관리를 수행하는 능력이다.
 식빵류 만들기란 제품의 특성에 맞는 재료를 사용하여 반죽, 발효, 정형, 굽기를 하여 식사 대용의 빵을 제조하는 능력이다.
 빵류제품 개발이란 고객만족에 부합하고 베이커리 사업의 이익에 기여할 수 있는 합리적인 수준의 시제품을 기획, 제조, 평가하는 능력이다.
 빵류제품 재료구매관리란 제빵에 필요한 양질의 재료, 설비를 적기에 공급하기 위하여, 최소한의 비용으로 구입하는 능력이다.
 빵류제품 위생안전관리란 완제품의 위생적이고 안전한 제조를 위해서 개인, 환경, 기기, 식품의 위생안전관리를 수행하는 능력이다.
 베이커리 경영이란 경영목표를 달성하기 위하여 생산관리, 마케팅관리, 매출손익 관리를 수행하는 능력이다."
식·음료,조리사,조리사(기관 및 구내식당); 조리사(레스토랑),RCE,62.5,39.0,49.8,48.9,48.5,44.9,X,"조리사는 음식점, 호텔, 급식시설, 외식업체 등에서 메뉴와 조리 기준에 따라 식재료를 선별·손질·전처리하고, 한식·양식·중식·일식 등 조리법을 활용하여 음식을 조리·제공하며, 조리 품질, 위생, 안전 및 주방 운영을 관리하는 업무이다."""
식·음료,카페·레스토랑매니저,식음서비스 관리자,ECR,52.2,40.4,45.7,52.9,63.4,54.2,X,"매장 손익관리란 매장의 이익을 극대화하기 위하여 매출관리, 원가관리, 인건비 등을 관리하는 능력이다.
 비대면 서비스 운영관리란 매장의 효율적인 운영을 위하여 비대면 서비스를 도입하고 유지하며 관련 업체를 관리하는 능력이다.
 매장 시간대별 업무관리란 매장의 운영효율성을 높이기 위하여 업무를 시간대별로 관리하는 능력이다.
 매장 안전관리란 각종 재해로부터 직원과 고객의 안전을 보장하고 경제적 손실을 최소화하기 위해 체계적으로 관리하는 능력이다.
 매장 마케팅관리란 매출을 극대화하기 위하여 체계적으로 마케팅 계획, 마케팅 활동, 마케팅 성과분석을 수행하는 능력이다.
 메뉴 품질관리란 메뉴에 대한 기본을 바탕으로 조리하여 만든 결과물인 메뉴의 품질을 관리하는 능력이다.
 외식고객 서비스관리란 고객만족을 극대화하기 위한 기본, 포지션별, 상황별 응대 서비스를 수행하는 능력이다.
 식자재관리란 메뉴제공에 필요한 식자재의 재고를 파악하여 발주, 입고 및 저장고를 관리하는 능력이다.
 매장 인력관리란 효율적인 매장운영을 위해 매장 인력의 채용, 양성, 평가 과정을 바탕으로 외식전문인력을 관리하는 능력이다.
 매장 위생관리란 개인 위생관리, 식자재 위생관리, 시설물 위생관리를 통해 매장을 위생적으로 관리하여 청결한 식음료 서비스를 제공하는 능력이다.
 주방관리란 주방을 효율적으로 운영하기 위해 주방 시설 및 장치를 점검하고 관리하는 능력이다.
 매장 교육관리란 직원이 매장 업무의 정확한 파악 및 수행을 할 수 있도록 교육 계획을 수립하고 실행, 평가하는 능력이다."
식·음료,푸드스타일리스트,"셰프 및 주방장; 순수예술가(화가, 조각가, 일러스트레이터 포함)",ARE,54.9,42.3,67.0,46.8,50.5,35.4,X,"푸드스타일리스트는 광고, 방송, 사진, 메뉴 개발, 콘텐츠 제작 등을 위해 음식의 색감, 구성, 플레이팅, 촬영 연출을 기획하고 시각적으로 표현하는 업무이다."
식·음료,홀서버,웨이터 및 웨이트리스,SCE,52.8,34.8,47.9,61.8,52.8,46.7,X,"식음료 영업장 위생 .안전 관리란 식음료서비스 시 필요한 시설위생 관리 및 안전관리를 하는 능력이다.
 식음료 영업장 관리는 전반적인 영업의 관리단계로써 경영상의 영업현황을 파악하고 계획을 수립하여 효율적으로 영업장을 운영 관리하는데 필요한 능력이다.
 식음료 영업 준비란 본격적인 식음료서비스를 제공하기 전 영업장환경과 비품을 점검하여 최선의 서비스를 제공할 수 있도록 준비하는 능력이다.
 환영 환송은 고객환영과 환송을 위해 개인용모를 갖추어 인사하고, 해당 좌석으로 안내하는 능력이다.
 음식서비스란 고객이 주문한 음식을 제공하고 식사 도중과 식사 이후에 테이블 상황을 점검하는 능력이다.
 식음료 고객 관리란 식음료 이용 고객의 요구에 효과적으로 부응하고 만족감을 증대시키기 위해 고객의 기호 파악, 의견 접수, 고객 불평불만 처리, 고객관계유지 등을 수행하는 능력이다.
 식음료 영업장 예약 관리는 고객의 예약을 받고 적절한 메뉴를 추천하며 확인하는 능력이다.
 식음료 주문은 메뉴를 제공 및 추천하고 고객의 요구에 따라 식음료를 주문받는 능력이다.
 음료 서비스는 주문받은 음료를 준비된 재료를 활용하여 제조하고 제공하는 능력이다.
 식음료 영업장 마감이란 다음 영업일의 원활한 운영을 위해 영업장 정리, 일일재고를 점검하고 마감하는 능력이다."
